N,P,K,temperature,humidity,ph,rainfall,label
80.6,26.2,56.1,29.86,91.9,6.85,27.98,muskmelon
76.4,65.2,64.5,26.49,50.64,6.49,43.96,onion
9.5,58.7,20.9,21.24,26.17,6.44,107.48,kidneybeans
47.5,77.8,23.9,29.95,50.75,7.29,54.97,blackgram
31.2,73.7,20.2,23.31,66.97,5.77,83.58,groundnut
67.1,21.2,32.1,26.04,80.66,7.23,132.09,jute
15.6,49.6,23.0,28.06,86.05,7.3,52.01,mungbean
14.6,13.1,7.9,22.94,92.95,6.9,55.03,orange
62.3,22.8,38.3,26.07,74.1,6.93,187.25,jute
30.7,100.4,163.3,20.38,90.12,6.7,93.09,apple
15.3,63.3,26.8,27.33,87.68,5.75,48.37,mungbean
69.2,51.6,41.2,12.24,40.76,7.74,32.77,mustard
121.4,20.9,50.7,21.93,84.32,6.47,56.34,watermelon
76.8,70.6,64.1,23.26,78.0,6.83,52.19,tomato
114.4,101.8,61.7,23.75,86.06,6.3,65.56,banana
85.7,72.2,77.1,24.31,83.86,6.26,21.44,tomato
17.4,34.1,33.6,32.73,57.1,7.31,95.9,mango
19.4,24.0,9.4,23.11,93.98,6.4,128.08,orange
47.7,80.2,56.4,33.72,93.24,6.26,57.95,papaya
41.2,61.6,23.2,10.2,42.93,7.99,70.58,barley
7.6,91.1,27.1,22.48,68.73,6.45,88.35,soybean
92.9,37.3,45.7,22.9,81.31,6.55,212.74,jute
82.6,42.2,91.4,11.86,80.57,5.24,110.42,potato
21.2,60.5,27.1,31.98,90.92,6.19,129.11,papaya
23.8,86.0,24.2,27.53,69.53,7.33,49.81,lentil
24.0,32.4,18.7,31.27,36.19,6.71,35.45,mothbeans
55.6,37.5,16.4,28.84,63.41,6.35,41.65,maize
14.2,109.4,188.2,16.55,94.61,5.52,140.3,apple
33.0,18.2,29.5,26.52,69.02,5.58,101.11,fingermillet
74.4,25.7,26.0,9.88,53.27,7.48,30.86,barley
11.1,58.8,16.8,24.93,41.24,5.91,44.11,groundnut
71.0,93.3,36.6,28.14,85.96,7.32,84.83,banana
11.5,42.9,28.1,24.66,64.99,6.4,29.41,lentil
56.4,46.4,51.8,15.9,68.53,6.95,32.07,onion
58.4,78.9,32.0,30.14,66.65,8.08,55.3,blackgram
56.9,59.1,43.1,23.96,80.3,5.31,176.34,ginger
35.7,38.7,10.9,31.44,52.94,6.94,57.74,mothbeans
40.3,31.8,24.1,25.91,60.07,6.08,62.92,fingermillet
31.2,71.4,38.6,34.31,88.41,6.62,191.68,papaya
90.6,45.4,46.1,23.16,87.0,7.19,165.59,jute
58.8,58.9,58.1,32.1,89.66,6.79,167.43,papaya
68.1,34.1,29.2,29.76,37.41,6.32,23.14,sorghum
18.7,48.3,16.9,21.5,52.36,5.73,150.5,pigeonpeas
17.1,65.7,21.1,20.28,31.33,6.16,103.74,kidneybeans
34.9,73.8,64.8,19.32,17.11,7.11,106.66,chickpea
100.9,47.6,42.0,14.01,59.26,5.81,50.09,garlic
108.1,42.7,67.0,19.97,56.13,6.74,37.37,onion
109.1,40.8,41.4,16.22,52.43,6.89,79.27,wheat
15.8,11.3,8.8,20.81,92.04,6.96,85.3,orange
66.1,17.8,29.0,30.21,37.84,5.37,67.9,sorghum
25.1,90.1,19.1,22.8,68.99,5.77,69.96,soybean
21.6,28.4,39.0,23.03,98.06,5.78,91.13,pomegranate
92.0,20.8,53.3,25.74,90.93,6.46,52.64,watermelon
98.5,106.8,72.0,27.64,82.61,6.04,147.78,banana
99.2,69.7,42.9,12.66,51.79,7.32,49.36,mustard
76.5,37.8,56.4,26.64,91.7,4.94,141.25,ginger
105.1,23.1,30.1,29.73,92.41,6.9,10.79,muskmelon
11.3,67.6,28.9,24.14,68.01,6.92,36.67,lentil
35.9,30.7,41.3,23.21,79.76,5.56,90.06,fingermillet
61.6,38.8,42.5,17.32,66.54,5.75,31.57,garlic
146.5,98.4,47.4,28.83,81.72,5.77,92.2,banana
17.5,153.6,228.3,18.91,93.34,5.63,105.07,apple
65.5,65.9,71.8,8.68,70.51,5.58,87.58,potato
48.4,65.4,32.9,24.93,57.07,6.65,75.59,sunflower
25.8,24.6,44.0,17.7,91.62,6.99,102.48,pomegranate
87.1,43.2,40.6,16.27,57.12,6.1,89.02,wheat
71.2,15.9,34.5,12.55,45.68,7.5,30.02,barley
55.4,68.0,40.3,23.52,53.36,6.56,79.87,sunflower
20.5,144.3,195.9,20.77,96.41,5.76,124.46,apple
76.2,57.3,83.0,24.1,91.91,6.41,116.03,ginger
11.3,70.1,87.1,16.8,20.11,7.86,29.97,chickpea
53.9,37.4,31.4,14.03,39.04,7.25,35.57,barley
15.7,40.5,18.7,32.01,60.65,7.44,43.04,mothbeans
14.5,72.5,27.5,22.84,84.92,6.62,106.85,soybean
115.1,70.9,30.6,29.74,77.5,6.06,67.81,banana
14.6,29.4,44.5,32.23,51.92,5.5,101.56,mango
55.9,30.1,82.3,12.2,67.29,5.49,127.36,potato
72.6,53.9,32.4,32.47,88.75,5.68,181.24,papaya
58.1,57.7,49.8,18.95,68.37,6.72,86.37,sunflower
100.5,13.4,52.5,22.69,87.12,6.55,70.67,watermelon
90.6,88.1,50.0,26.25,86.31,5.6,132.13,banana
28.7,18.3,29.3,22.39,93.98,5.58,98.03,coconut
109.4,23.8,49.3,31.13,89.87,6.35,24.49,muskmelon
17.7,40.9,27.1,33.48,55.11,5.5,117.49,mango
40.8,72.6,82.4,16.78,18.35,7.91,37.5,chickpea
96.2,33.5,68.5,29.02,90.86,5.68,103.24,ginger
71.6,24.2,31.6,32.38,43.09,6.39,56.93,sorghum
24.0,71.4,28.9,26.67,36.28,5.63,122.32,pigeonpeas
70.0,52.8,44.2,24.9,78.85,6.43,153.49,jute
99.6,37.4,34.0,11.54,49.47,6.8,34.08,mustard
57.4,36.8,46.9,23.38,83.4,6.71,191.42,rice
113.2,67.6,19.9,20.09,70.05,6.86,48.97,maize
43.4,36.7,30.8,11.56,54.98,5.77,39.79,garlic
67.4,41.1,51.2,26.78,93.85,4.72,164.35,ginger
12.2,16.0,9.6,26.85,92.36,6.69,53.05,orange
18.5,16.4,33.1,23.98,87.2,6.4,105.25,pomegranate
83.6,77.5,19.7,13.76,63.2,7.98,31.65,mustard
4.7,27.2,36.4,28.39,91.87,6.46,112.66,pomegranate
25.4,18.3,49.6,24.75,90.69,6.39,115.69,pomegranate
89.9,56.2,40.6,18.29,68.1,5.63,53.25,potato
49.7,72.5,72.4,16.38,12.65,7.77,43.88,chickpea
119.1,29.1,25.5,22.15,84.92,7.03,67.15,cotton
21.8,25.2,26.8,9.24,51.28,8.58,51.68,barley
122.3,13.9,58.4,26.92,87.82,6.51,78.27,watermelon
10.6,66.8,27.9,20.11,70.8,7.03,25.61,lentil
107.4,77.7,59.0,27.85,70.63,5.41,143.93,banana
19.0,76.8,8.1,20.67,66.4,6.71,55.12,lentil
49.5,34.7,54.3,27.02,51.67,7.16,51.16,sorghum
22.9,37.0,20.9,28.94,32.97,7.26,35.27,mothbeans
37.8,75.3,76.1,23.36,10.8,7.0,103.8,chickpea
10.8,59.1,17.9,25.58,72.8,6.87,98.75,soybean
90.7,23.8,23.6,33.25,47.24,5.75,43.65,sorghum
16.0,119.8,222.5,20.29,93.49,5.86,169.28,apple
18.5,25.1,26.7,33.65,56.73,5.7,84.61,mango
136.3,47.8,34.2,17.58,53.58,6.99,75.65,wheat
40.8,142.8,212.6,19.73,93.32,5.7,157.47,apple
79.8,37.1,39.2,29.59,42.72,6.23,62.09,sorghum
86.1,66.5,43.5,16.8,59.75,7.09,52.17,mustard
94.4,51.1,19.9,26.88,82.07,6.97,83.87,cotton
76.6,33.9,22.3,10.83,36.76,7.6,53.79,barley
26.0,79.3,108.7,16.61,19.22,7.31,60.83,chickpea
95.7,31.3,29.7,27.59,44.38,6.98,55.58,sorghum
40.5,29.7,23.6,25.4,72.9,6.23,63.42,fingermillet
11.7,172.0,228.7,22.07,83.69,5.83,38.44,grapes
61.0,36.9,39.3,13.37,43.72,7.12,49.41,barley
19.2,13.6,29.1,29.37,94.15,6.2,176.75,coconut
103.3,32.9,78.6,15.64,80.11,5.32,101.3,potato
17.3,59.4,17.6,27.71,84.59,6.48,45.61,mungbean
11.3,77.0,16.6,24.68,49.87,5.5,96.81,pigeonpeas
53.4,17.2,33.7,31.33,38.4,6.75,97.23,sorghum
27.6,138.1,221.8,18.87,93.26,5.73,75.47,apple
24.8,155.9,224.8,21.28,93.31,5.99,44.98,apple
116.5,24.1,17.8,16.92,59.36,6.42,38.76,maize
82.9,62.5,42.2,15.56,57.0,7.12,87.03,wheat
33.7,47.9,22.9,29.62,60.69,6.33,88.99,groundnut
87.3,51.7,45.0,26.84,75.46,6.73,219.27,jute
22.4,68.6,17.5,22.56,39.09,5.59,239.88,pigeonpeas
67.0,70.9,25.9,25.79,47.73,6.76,61.17,sunflower
26.9,39.3,35.4,19.83,62.37,6.55,73.65,groundnut
82.7,56.3,42.3,26.32,86.3,6.6,216.64,rice
61.3,36.2,41.4,31.03,40.87,6.78,53.08,sorghum
12.0,41.4,24.3,30.37,54.77,7.32,70.36,mothbeans
18.7,72.3,20.5,20.03,30.55,5.64,47.15,kidneybeans
142.7,83.5,43.8,29.22,69.9,6.07,108.46,banana
21.1,14.0,38.2,20.73,93.19,5.68,89.99,pomegranate
7.3,70.6,19.7,21.2,22.62,5.86,10.0,kidneybeans
36.3,54.2,78.9,16.17,19.07,6.21,87.35,chickpea
23.8,65.6,37.5,28.94,84.59,5.23,134.61,ginger
85.0,48.1,29.3,13.24,49.19,6.6,53.88,mustard
84.4,58.9,27.0,18.37,84.1,6.97,91.38,cotton
15.2,56.8,23.0,29.04,62.14,5.36,37.73,groundnut
79.0,53.4,52.1,24.72,56.02,6.34,56.71,onion
6.8,18.3,58.8,18.68,90.67,6.72,103.98,pomegranate
101.1,17.6,50.2,31.7,88.34,6.54,18.84,muskmelon
60.3,90.4,47.9,34.27,97.37,6.18,240.86,papaya
92.1,19.9,56.5,25.96,77.61,6.94,41.46,watermelon
30.0,147.3,165.4,25.41,84.61,6.3,55.81,grapes
19.4,123.3,203.0,22.2,94.82,7.2,85.8,apple
90.7,50.7,28.1,25.37,82.04,7.26,179.45,rice
14.7,40.7,9.3,26.25,90.68,6.09,63.97,mungbean
27.4,18.6,5.5,22.33,91.9,7.32,141.32,orange
68.8,53.7,66.6,24.86,78.05,6.57,28.09,tomato
87.2,49.4,58.0,19.97,51.08,7.39,54.15,onion
15.7,133.1,218.1,21.47,93.04,5.84,96.48,apple
21.8,15.3,14.4,17.37,90.39,7.28,102.66,orange
69.7,57.6,12.1,24.01,78.59,7.36,89.57,cotton
20.3,18.5,42.4,33.63,49.2,6.19,90.66,mango
32.2,63.4,25.6,23.08,24.62,5.38,57.93,kidneybeans
80.7,65.5,40.7,21.01,83.41,5.99,241.35,jute
75.9,64.3,47.1,28.96,79.16,6.85,242.26,rice
47.4,41.7,69.3,31.12,92.07,6.78,130.3,papaya
89.5,38.8,73.8,12.84,63.44,4.92,62.51,potato
66.7,112.3,32.7,27.76,77.9,5.87,135.36,banana
25.6,55.2,8.8,25.3,63.44,6.23,64.84,groundnut
92.9,40.6,47.6,18.23,49.62,6.27,92.63,wheat
75.4,63.5,47.6,24.11,80.43,5.46,133.66,ginger
10.9,141.9,214.7,21.81,91.68,6.17,115.93,apple
31.0,46.1,21.5,26.82,90.7,6.96,58.18,mungbean
75.3,42.1,53.2,28.17,81.73,4.95,90.66,banana
106.9,68.0,57.4,18.65,57.1,7.2,49.29,onion
41.6,36.1,29.4,11.33,43.52,7.83,10.0,barley
107.4,43.3,38.7,24.73,73.34,6.44,251.92,jute
17.0,59.8,18.3,29.34,45.3,5.68,118.61,pigeonpeas
118.8,44.9,43.8,27.89,86.95,5.79,252.51,rice
39.8,13.7,22.7,25.9,94.53,5.24,164.27,coconut
34.1,30.0,25.3,30.73,80.14,6.6,163.77,jute
19.7,53.6,29.5,24.98,67.81,6.49,103.01,groundnut
74.6,51.4,43.9,23.37,80.75,6.38,246.91,jute
108.8,50.4,70.0,12.58,72.64,5.58,48.93,potato
69.3,55.7,30.5,14.74,66.23,5.21,23.04,garlic
74.6,80.5,52.1,22.26,54.13,6.41,75.45,sunflower
27.2,141.8,225.4,23.85,83.59,4.8,75.13,grapes
88.3,36.3,36.5,27.5,73.35,6.63,141.19,sugarcane
26.1,66.8,12.2,29.07,82.65,6.89,16.38,mungbean
56.2,85.8,62.8,25.02,68.64,5.95,65.04,tomato
98.7,22.6,43.6,25.14,92.07,5.94,22.45,muskmelon
120.9,51.4,37.7,25.2,78.54,6.53,110.33,sugarcane
55.2,73.2,72.8,12.01,61.44,5.39,100.56,potato
64.9,48.0,66.1,20.77,54.42,6.89,31.05,onion
58.9,50.3,43.3,22.59,52.96,5.99,16.41,onion
22.7,34.6,20.8,34.27,45.71,4.99,92.21,mango
13.8,17.1,30.9,30.79,55.54,5.83,113.83,mango
163.4,36.5,35.9,24.23,74.83,6.78,258.0,sugarcane
57.8,30.5,38.7,17.78,55.86,6.28,62.68,wheat
81.8,55.9,55.7,26.47,75.94,5.73,31.03,banana
86.8,83.7,67.0,23.65,80.08,6.21,119.82,banana
54.4,21.3,30.6,12.6,36.84,7.31,32.24,barley
8.4,56.4,19.2,18.5,24.06,5.1,52.87,kidneybeans
80.0,41.4,41.7,15.93,56.42,5.89,49.87,wheat
7.8,33.7,15.5,26.39,79.43,6.1,35.83,mungbean
48.1,68.0,43.2,32.52,95.78,7.22,163.74,papaya
16.1,46.3,18.5,27.4,92.3,6.92,30.48,mungbean
46.3,59.8,31.3,24.31,60.31,6.04,10.0,sunflower
106.4,13.9,62.9,31.43,98.22,6.55,32.74,muskmelon
12.7,44.0,23.9,29.05,65.91,6.07,51.25,groundnut
121.7,40.7,40.0,19.6,55.24,6.76,47.47,wheat
92.3,32.1,39.3,24.74,38.01,7.16,40.03,wheat
61.4,33.2,32.7,18.77,36.74,6.68,43.97,wheat
103.6,24.4,41.8,27.45,80.16,7.24,61.64,watermelon
127.1,26.2,26.0,20.32,76.25,6.45,92.7,cotton
24.3,59.5,17.6,27.96,63.33,6.14,57.99,groundnut
17.8,54.0,9.5,18.69,40.81,5.98,111.78,groundnut
104.7,51.1,30.9,16.01,51.31,7.7,30.41,mustard
15.0,23.5,35.1,29.68,48.13,6.4,73.0,mango
6.0,84.4,16.3,20.22,65.95,7.52,37.05,lentil
16.1,30.0,34.0,32.14,54.38,6.66,58.96,mango
56.2,43.9,48.5,25.34,73.28,6.19,85.47,tomato
24.4,155.2,152.3,24.05,92.24,6.29,93.7,apple
16.0,50.7,23.7,28.25,58.87,8.4,41.58,mothbeans
21.4,16.5,11.3,22.1,90.24,7.14,61.48,orange
21.7,16.9,23.3,26.08,91.82,5.55,158.36,coconut
26.4,16.6,26.8,27.8,95.41,6.06,100.26,coconut
100.9,25.2,40.6,27.81,94.25,6.14,18.19,muskmelon
58.1,67.7,61.0,35.06,90.55,6.54,149.5,papaya
6.9,73.1,22.1,22.21,61.91,7.21,52.52,lentil
17.9,18.3,40.1,28.24,89.95,6.8,107.91,pomegranate
65.1,29.1,28.0,7.83,38.28,8.25,38.0,barley
26.2,23.2,34.1,34.91,46.66,6.1,84.87,mango
28.3,77.7,53.6,33.69,96.52,6.67,188.3,papaya
25.6,24.3,52.6,18.04,92.12,7.31,129.1,pomegranate
123.7,48.3,32.9,13.39,38.72,5.28,71.91,wheat
53.7,55.1,37.6,17.01,52.31,6.83,42.56,garlic
27.2,38.9,18.9,28.78,49.13,6.23,168.35,pigeonpeas
18.3,26.9,13.8,24.72,49.98,5.73,71.65,groundnut
103.3,81.1,53.8,28.8,81.59,5.8,125.91,banana
59.6,75.7,45.0,32.79,93.89,6.28,114.54,papaya
16.4,125.8,174.6,22.56,90.13,5.89,25.61,apple
31.6,85.0,24.8,24.2,63.18,5.99,158.65,pigeonpeas
28.1,79.7,25.6,20.56,70.61,7.31,77.72,soybean
31.8,77.1,25.5,27.07,60.8,7.01,67.4,blackgram
88.3,46.3,38.2,22.77,79.11,6.73,247.42,rice
11.9,50.0,15.0,26.62,68.82,6.8,58.67,lentil
20.4,55.7,39.6,33.52,91.26,6.66,133.46,papaya
53.6,26.8,29.2,26.85,62.21,6.46,107.9,fingermillet
32.0,78.1,22.0,19.69,25.9,6.47,91.53,kidneybeans
18.8,53.6,26.3,17.14,19.43,4.78,108.65,kidneybeans
9.0,25.4,19.9,31.05,53.86,5.84,67.82,mango
23.4,67.3,60.6,22.35,11.46,7.49,90.93,chickpea
48.4,68.2,57.6,20.05,47.68,6.09,69.3,sunflower
95.1,30.2,37.1,14.91,66.66,6.59,58.52,mustard
25.4,99.1,14.3,29.85,53.5,6.93,36.26,blackgram
18.0,107.3,167.0,22.42,89.24,5.52,171.87,apple
29.5,69.5,15.4,32.06,40.0,7.7,45.98,mothbeans
28.2,8.8,6.4,23.29,92.51,6.67,94.98,orange
52.2,50.9,53.2,35.51,87.46,8.2,131.69,papaya
89.9,22.7,47.6,25.27,82.38,6.6,37.76,watermelon
110.9,56.5,46.1,26.91,84.32,6.96,248.8,rice
11.7,15.7,11.6,21.66,93.03,6.45,68.68,orange
33.1,20.1,30.4,26.11,62.46,6.29,77.89,fingermillet
69.3,40.3,37.8,22.31,85.4,5.94,282.83,rice
103.4,47.1,64.7,17.73,73.18,5.91,120.02,potato
69.7,70.7,23.2,24.55,56.83,7.06,72.43,sunflower
18.3,91.8,13.5,18.13,27.76,5.45,82.45,kidneybeans
82.9,45.8,59.4,27.35,81.74,5.61,206.65,ginger
31.0,16.1,22.9,26.51,99.13,6.22,144.34,coconut
47.0,58.5,18.1,34.02,62.71,7.38,100.05,blackgram
102.0,40.3,30.4,28.21,46.79,5.71,69.15,sorghum
12.0,12.7,20.6,22.81,90.65,6.56,174.01,orange
55.5,44.8,29.8,22.34,58.32,5.79,13.59,sunflower
87.9,47.8,38.1,20.99,74.54,6.99,168.65,jute
85.0,35.9,78.5,25.45,83.65,5.98,58.39,tomato
20.4,66.3,15.9,28.47,87.53,6.92,56.52,mungbean
24.3,33.5,35.0,34.28,38.83,6.21,86.64,mango
26.7,80.1,30.8,24.0,66.78,6.92,94.18,soybean
70.8,28.5,24.7,15.76,40.63,7.45,80.26,barley
51.1,47.8,21.7,16.78,57.05,7.29,46.95,mustard
18.4,34.4,24.0,31.6,47.04,5.58,135.37,mango
93.1,34.8,41.1,18.22,53.87,8.01,53.49,wheat
45.0,69.8,14.8,34.44,56.35,7.42,73.67,blackgram
16.9,43.1,27.3,26.21,60.99,4.97,80.67,groundnut
73.4,16.2,60.7,26.03,81.66,6.08,34.47,watermelon
113.6,91.8,48.5,25.95,68.28,6.57,76.33,tomato
41.4,33.0,24.8,16.65,84.84,6.39,58.45,maize
102.1,18.4,52.1,23.84,87.93,6.62,34.89,watermelon
20.2,20.8,38.1,22.58,91.16,7.15,103.35,pomegranate
88.1,16.0,50.1,28.65,86.6,6.91,84.49,watermelon
39.8,53.5,18.7,33.06,65.5,7.47,85.05,blackgram
27.7,33.2,31.2,27.49,70.43,5.73,77.9,groundnut
25.9,14.4,36.3,18.87,95.45,6.94,102.49,pomegranate
99.4,63.2,42.7,31.88,79.81,6.53,310.17,rice
24.1,87.3,22.6,21.38,17.17,5.14,105.13,kidneybeans
121.6,39.4,29.0,20.97,47.84,6.88,62.9,wheat
21.6,107.4,181.9,20.38,91.89,5.59,96.76,apple
90.1,13.4,39.1,22.79,80.78,6.6,28.99,watermelon
122.7,25.8,49.7,26.01,73.42,6.22,180.27,sugarcane
17.8,67.4,19.5,18.03,58.89,6.63,72.83,lentil
114.9,48.1,25.3,24.04,85.34,7.09,143.41,cotton
84.7,57.8,79.5,25.11,73.01,5.75,54.65,tomato
49.4,70.7,14.1,28.76,68.37,7.0,47.0,blackgram
99.6,52.8,30.4,15.28,51.85,6.36,42.5,mustard
71.8,66.6,53.9,26.92,60.34,6.22,60.16,sunflower
18.0,20.9,36.2,31.74,93.67,6.41,155.23,coconut
143.1,50.6,39.1,26.66,89.28,6.57,172.02,sugarcane
23.9,148.1,195.0,21.95,93.2,5.54,78.94,apple
55.9,36.1,11.2,13.85,48.85,6.99,32.47,barley
67.6,45.8,25.5,20.28,70.52,6.23,126.14,maize
18.7,97.6,20.5,24.52,77.51,6.34,115.53,soybean
56.4,58.7,61.9,25.37,76.74,6.8,129.62,banana
31.1,54.7,19.5,29.47,38.37,6.34,152.24,pigeonpeas
61.4,66.2,55.1,24.92,59.22,6.44,66.17,onion
61.2,37.8,37.3,33.71,41.63,6.84,37.25,sorghum
43.7,66.1,63.6,10.44,79.93,5.12,86.83,potato
12.0,68.2,14.4,15.57,24.08,5.74,101.35,kidneybeans
11.3,24.3,19.3,20.89,68.63,5.56,56.21,fingermillet
74.9,62.9,86.8,15.93,79.73,4.63,64.18,potato
131.6,49.0,27.9,25.47,70.0,6.73,105.1,cotton
68.6,28.2,38.2,28.34,44.53,5.7,106.99,sorghum
17.5,48.0,21.9,26.28,52.46,6.75,86.07,groundnut
24.5,139.3,234.9,21.81,80.28,6.45,96.36,grapes
117.5,33.3,31.2,25.21,76.6,6.2,78.56,sugarcane
44.2,32.0,30.2,23.8,59.51,6.09,62.33,fingermillet
13.0,68.2,25.0,28.42,85.62,6.09,31.61,mungbean
98.2,60.0,75.6,23.78,66.55,6.68,84.08,tomato
76.4,25.3,38.6,28.7,86.99,6.86,15.92,muskmelon
99.8,64.4,42.8,18.19,64.87,7.31,46.49,mustard
50.0,86.4,25.5,35.43,63.7,6.64,118.26,blackgram
94.3,40.9,43.2,15.54,56.94,6.32,46.85,mustard
14.8,14.5,31.6,20.09,89.24,6.04,102.83,pomegranate
61.7,67.7,41.1,35.3,93.87,6.52,167.04,papaya
23.2,11.8,36.2,26.35,95.93,6.69,200.08,coconut
21.2,38.5,18.4,36.62,50.6,7.23,60.52,mothbeans
23.4,19.1,29.8,24.24,93.43,6.1,164.54,coconut
63.7,22.6,29.8,25.96,52.98,7.13,21.37,sorghum
18.7,130.7,222.4,22.7,91.41,5.42,70.64,apple
79.8,38.4,42.7,31.02,84.55,5.67,62.77,sugarcane
109.3,19.3,50.7,25.39,88.52,6.38,63.41,watermelon
17.7,57.9,19.0,32.34,62.79,6.6,21.78,mothbeans
6.8,16.2,35.6,28.96,94.83,6.26,142.45,coconut
100.2,29.8,34.9,29.85,50.72,6.49,69.54,sorghum
5.4,57.5,14.9,20.02,23.46,6.34,117.98,kidneybeans
29.4,51.3,87.3,18.21,20.79,7.58,105.6,chickpea
60.4,28.2,41.8,27.67,66.46,5.94,100.67,fingermillet
85.2,25.6,69.5,22.98,84.11,7.45,31.79,watermelon
84.7,72.0,37.4,11.31,60.36,6.86,71.23,mustard
140.2,46.9,43.6,26.31,74.98,5.61,131.14,sugarcane
53.9,57.5,76.2,16.59,15.82,6.75,111.1,chickpea
82.3,83.9,25.4,23.53,87.74,6.18,212.1,jute
64.2,47.4,32.3,22.17,92.6,5.34,203.2,ginger
43.8,53.3,34.6,23.06,88.15,5.79,180.65,ginger
24.3,58.4,46.2,29.07,90.21,6.38,141.07,papaya
33.5,51.0,48.9,17.41,55.3,7.02,57.4,garlic
104.7,44.4,42.6,22.92,71.48,7.18,57.75,onion
16.5,20.5,2.8,22.82,92.89,7.5,131.51,orange
8.8,68.8,16.6,22.14,66.87,7.12,33.01,lentil
113.5,55.8,17.8,22.72,75.62,6.49,123.96,cotton
33.4,60.6,41.6,26.98,50.82,5.7,89.44,groundnut
58.0,25.2,48.7,25.04,68.99,6.26,240.79,rice
89.6,48.0,30.3,24.49,81.24,6.76,238.16,rice
133.9,43.3,15.5,22.04,81.62,6.36,36.54,cotton
25.7,73.1,19.5,30.26,57.79,7.31,86.61,blackgram
105.2,46.4,50.1,22.74,59.73,7.11,24.47,onion
24.2,199.7,169.2,23.19,81.73,6.46,54.96,grapes
85.5,13.8,49.5,34.94,93.76,6.35,11.82,muskmelon
26.4,142.4,218.9,24.68,79.58,5.97,85.47,grapes
43.4,69.0,64.9,19.59,15.31,8.28,74.07,chickpea
31.7,37.7,56.6,16.65,49.41,6.03,47.48,garlic
109.4,41.0,15.0,23.83,57.78,6.49,60.26,onion
98.5,19.7,38.2,22.0,83.48,5.87,68.31,watermelon
104.3,11.4,56.5,28.99,88.3,6.53,46.68,watermelon
105.5,102.9,41.4,25.11,84.09,5.98,80.95,banana
103.9,89.6,108.9,10.07,72.0,5.84,79.66,potato
79.0,30.3,31.2,14.35,46.13,7.28,35.81,barley
87.6,57.7,39.4,9.82,58.57,6.59,58.56,wheat
7.0,82.2,20.7,32.34,57.85,6.85,55.19,mothbeans
59.1,38.7,58.9,30.77,92.09,6.27,105.5,papaya
86.8,15.1,42.4,29.23,89.44,6.79,67.86,watermelon
109.9,19.0,59.0,29.53,90.22,6.36,24.66,muskmelon
87.3,12.8,49.0,24.27,87.98,6.31,60.7,watermelon
88.2,36.5,24.1,10.99,23.15,7.32,52.47,barley
31.5,62.4,77.1,16.26,17.63,6.92,81.23,chickpea
99.4,55.5,72.3,24.49,66.38,6.26,67.57,tomato
95.0,34.1,44.3,26.99,74.18,6.72,186.0,sugarcane
102.3,38.0,39.5,21.53,63.18,6.66,55.13,wheat
73.1,15.7,43.8,27.05,93.45,6.59,20.36,muskmelon
33.1,79.2,17.1,21.21,23.06,5.01,110.31,kidneybeans
46.7,42.4,43.5,11.41,53.15,5.64,45.02,garlic
130.0,34.9,29.8,24.02,73.98,6.0,192.03,sugarcane
104.2,19.9,43.2,24.91,83.56,6.5,47.67,watermelon
156.9,34.3,43.1,24.72,85.19,6.7,215.7,sugarcane
101.2,41.2,29.3,13.58,39.05,7.22,60.99,wheat
64.1,58.6,40.5,13.4,50.01,7.16,62.46,mustard
85.2,18.1,46.2,29.73,90.32,6.56,35.57,muskmelon
44.6,38.5,20.6,25.79,77.73,7.84,72.21,cotton
77.8,14.4,61.8,27.58,81.36,7.02,42.7,watermelon
133.0,73.4,24.8,25.26,86.74,5.05,80.59,banana
34.7,16.9,36.6,31.69,45.18,6.41,104.9,mango
12.9,131.7,205.4,21.46,91.2,6.11,105.88,apple
19.8,71.2,17.7,30.86,66.26,7.14,68.35,blackgram
73.0,52.6,24.8,12.83,46.85,7.67,45.56,mustard
75.1,94.3,67.5,26.95,76.76,6.16,68.9,tomato
21.7,24.8,48.4,22.08,89.96,6.69,106.89,pomegranate
42.3,84.8,53.2,26.75,56.34,7.22,71.2,sunflower
90.3,38.2,99.9,18.52,67.93,5.63,53.79,potato
84.4,54.0,61.9,24.39,34.92,6.41,71.14,onion
17.7,139.2,225.4,19.93,93.08,5.44,95.78,apple
36.9,134.7,177.2,28.84,89.62,6.6,89.27,grapes
23.5,21.2,37.9,30.68,96.4,6.53,184.5,coconut
6.1,8.4,14.0,26.35,90.87,7.55,131.13,orange
19.9,20.5,61.9,18.56,91.2,6.48,48.13,pomegranate
106.3,85.8,56.2,26.97,78.15,6.03,56.56,tomato
9.5,14.4,10.1,21.0,90.65,6.54,100.79,orange
19.5,33.0,26.5,33.34,37.97,5.56,81.44,mango
35.0,30.7,52.1,17.45,60.89,6.01,10.0,garlic
103.3,53.3,58.4,25.56,76.7,6.0,98.56,tomato
58.0,69.0,51.3,34.21,95.66,6.6,174.53,papaya
36.4,124.3,250.0,24.61,81.42,6.92,80.2,grapes
62.7,29.3,56.9,26.81,84.73,5.02,144.63,ginger
13.5,24.1,10.0,23.27,92.34,6.51,97.93,orange
58.2,9.5,40.6,23.97,82.12,6.48,52.89,watermelon
76.0,55.1,34.5,26.42,78.9,7.44,203.35,jute
21.6,59.2,12.1,33.02,63.53,6.71,36.75,mothbeans
11.6,23.6,27.4,33.21,46.01,5.85,81.96,mango
