Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name
44.08,Red,Oil seeds,12,9,14,Urea
24.45,Black,Maize,7,0,34,10-26-26
41.08,Black,Oil seeds,3,16,17,28-28
61.36,Sandy,Maize,9,0,38,Urea
38.86,Red,Ground Nuts,13,1,37,DAP
52.93,Loamy,Maize,33,0,3,28-28
44.06,Red,Pulses,1,17,12,20-20
41.6,Loamy,Pulses,30,0,1,DAP
56.58,Clayey,Cotton,32,0,2,28-28
35.74,Red,Cotton,45,0,0,Urea
40.06,Red,Tobacco,41,2,0,17-17-17
62.06,Black,Oil seeds,10,10,15,DAP
39.3,Red,Pulses,9,4,12,DAP
60.84,Sandy,Millets,10,17,15,20-20
70.0,Black,Ground Nuts,32,0,0,10-26-26
28.69,Black,Oil seeds,9,18,20,28-28
27.7,Loamy,Sugarcane,10,0,14,14-35-14
59.44,Sandy,Ground Nuts,9,2,39,DAP
67.15,Loamy,Ground Nuts,36,0,0,14-35-14
48.53,Black,Tobacco,37,0,0,DAP
45.26,Sandy,Maize,36,0,0,14-35-14
41.77,Sandy,Pulses,6,2,36,28-28
30.41,Black,Cotton,13,4,9,DAP
42.57,Sandy,Tobacco,45,4,1,17-17-17
31.75,Sandy,Ground Nuts,17,0,23,14-35-14
42.19,Sandy,Cotton,19,3,33,DAP
42.1,Loamy,Paddy,22,0,21,14-35-14
27.98,Black,Wheat,39,0,0,28-28
58.8,Sandy,Ground Nuts,8,15,14,Urea
37.86,Loamy,Sugarcane,8,4,32,20-20
43.75,Clayey,Pulses,38,0,0,10-26-26
45.22,Loamy,Tobacco,6,12,23,14-35-14
58.15,Clayey,Wheat,12,0,12,14-35-14
50.08,Sandy,Tobacco,13,5,17,28-28
39.39,Sandy,Ground Nuts,37,0,0,20-20
29.53,Black,Paddy,16,17,7,17-17-17
66.09,Sandy,Pulses,7,0,10,17-17-17
59.39,Sandy,Barley,10,17,19,Urea
54.26,Loamy,Pulses,35,0,0,17-17-17
51.54,Clayey,Pulses,20,0,22,20-20
46.87,Clayey,Ground Nuts,25,3,20,14-35-14
70.0,Black,Maize,15,7,16,DAP
35.76,Loamy,Maize,10,11,26,14-35-14
40.04,Red,Barley,13,0,40,20-20
59.72,Sandy,Ground Nuts,22,0,22,17-17-17
62.08,Loamy,Ground Nuts,12,2,44,10-26-26
58.77,Red,Paddy,7,17,13,DAP
61.76,Black,Barley,10,0,33,28-28
45.38,Loamy,Wheat,21,0,23,14-35-14
60.28,Sandy,Wheat,9,8,25,20-20
29.78,Loamy,Barley,3,3,29,DAP
36.28,Sandy,Tobacco,28,2,20,20-20
41.22,Red,Tobacco,8,4,13,14-35-14
55.76,Sandy,Oil seeds,35,4,0,DAP
62.62,Loamy,Cotton,12,2,38,DAP
36.7,Clayey,Millets,43,4,2,28-28
32.3,Loamy,Maize,10,20,17,20-20
45.73,Black,Cotton,12,1,33,Urea
56.8,Sandy,Paddy,14,0,36,DAP
43.3,Loamy,Tobacco,40,0,0,17-17-17
51.9,Loamy,Barley,10,0,45,Urea
70.0,Red,Millets,17,0,31,Urea
68.25,Sandy,Tobacco,7,14,26,20-20
43.99,Black,Cotton,18,1,22,14-35-14
31.39,Black,Sugarcane,32,2,0,DAP
51.1,Red,Millets,12,20,21,Urea
46.09,Loamy,Millets,11,0,12,Urea
34.89,Sandy,Barley,14,0,9,17-17-17
42.52,Red,Tobacco,12,3,40,17-17-17
45.5,Black,Wheat,12,0,39,Urea
42.37,Clayey,Barley,44,0,4,10-26-26
38.19,Black,Tobacco,16,0,40,14-35-14
37.74,Sandy,Barley,12,1,41,10-26-26
27.75,Sandy,Maize,10,0,10,10-26-26
46.39,Black,Cotton,38,0,1,20-20
40.63,Black,Tobacco,20,0,23,14-35-14
34.0,Loamy,Cotton,11,0,39,Urea
48.09,Loamy,Sugarcane,21,0,23,DAP
41.02,Loamy,Tobacco,21,2,24,10-26-26
47.43,Clayey,Maize,10,22,13,10-26-26
27.64,Sandy,Maize,18,2,21,DAP
23.55,Loamy,Pulses,4,4,30,20-20
33.23,Sandy,Tobacco,39,4,1,10-26-26
43.17,Loamy,Sugarcane,11,14,18,28-28
53.07,Clayey,Wheat,14,0,38,DAP
41.53,Clayey,Ground Nuts,10,4,43,14-35-14
56.83,Sandy,Paddy,14,3,33,20-20
52.13,Clayey,Sugarcane,10,9,28,17-17-17
51.97,Clayey,Tobacco,20,0,26,14-35-14
40.76,Black,Cotton,14,0,10,17-17-17
61.12,Red,Oil seeds,11,5,34,10-26-26
33.95,Red,Maize,18,1,20,14-35-14
35.77,Loamy,Barley,10,0,9,DAP
61.77,Clayey,Sugarcane,10,6,29,DAP
51.74,Clayey,Oil seeds,21,0,25,20-20
34.14,Loamy,Oil seeds,19,4,27,28-28
37.28,Clayey,Millets,24,0,28,DAP
49.46,Sandy,Sugarcane,10,0,11,20-20
41.73,Sandy,Ground Nuts,3,21,21,17-17-17
41.59,Sandy,Paddy,9,0,9,17-17-17
62.96,Clayey,Oil seeds,11,10,26,28-28
40.56,Red,Millets,17,4,38,DAP
45.05,Red,Ground Nuts,3,18,16,28-28
42.78,Clayey,Sugarcane,44,0,2,Urea
61.0,Loamy,Pulses,3,11,29,17-17-17
28.4,Black,Pulses,18,0,16,28-28
42.49,Red,Sugarcane,7,14,17,14-35-14
31.06,Sandy,Ground Nuts,18,0,20,10-26-26
28.47,Loamy,Maize,16,0,11,20-20
66.49,Red,Maize,31,0,0,20-20
42.08,Black,Wheat,39,0,3,17-17-17
27.4,Loamy,Ground Nuts,39,0,4,28-28
48.64,Loamy,Pulses,4,0,8,10-26-26
30.41,Red,Sugarcane,14,21,16,17-17-17
59.41,Sandy,Tobacco,13,1,40,28-28
37.37,Loamy,Millets,38,2,4,10-26-26
39.71,Clayey,Paddy,6,18,12,14-35-14
45.42,Clayey,Ground Nuts,7,0,11,20-20
70.0,Red,Tobacco,5,8,26,17-17-17
50.78,Sandy,Cotton,21,3,17,Urea
55.51,Loamy,Wheat,14,18,8,14-35-14
58.08,Black,Millets,12,0,7,14-35-14
30.81,Loamy,Pulses,35,4,1,20-20
42.72,Red,Sugarcane,39,3,0,14-35-14
29.28,Red,Barley,10,0,35,20-20
29.79,Clayey,Pulses,22,2,21,Urea
41.68,Black,Oil seeds,17,0,10,10-26-26
29.94,Clayey,Paddy,9,19,19,14-35-14
61.31,Sandy,Maize,6,13,31,17-17-17
29.75,Sandy,Barley,31,1,1,28-28
61.45,Black,Pulses,38,2,4,28-28
47.36,Clayey,Oil seeds,8,14,13,DAP
60.88,Sandy,Maize,34,0,0,14-35-14
49.47,Loamy,Millets,15,15,10,14-35-14
29.5,Clayey,Pulses,23,0,22,20-20
43.05,Clayey,Paddy,9,3,10,17-17-17
53.18,Loamy,Paddy,9,15,21,10-26-26
20.0,Black,Paddy,4,9,25,17-17-17
22.43,Black,Barley,35,2,0,17-17-17
32.69,Sandy,Millets,13,0,41,DAP
23.41,Clayey,Cotton,14,16,12,DAP
45.78,Sandy,Millets,10,7,32,20-20
62.01,Red,Ground Nuts,13,0,37,10-26-26
46.67,Sandy,Sugarcane,7,13,11,20-20
30.73,Black,Paddy,38,0,0,14-35-14
59.74,Loamy,Oil seeds,6,5,33,DAP
33.33,Black,Barley,19,2,41,17-17-17
29.07,Black,Barley,8,20,13,20-20
36.68,Clayey,Tobacco,21,3,22,28-28
39.9,Clayey,Barley,24,0,20,28-28
39.35,Red,Paddy,5,13,10,10-26-26
68.8,Red,Tobacco,16,4,36,Urea
60.88,Loamy,Sugarcane,9,5,28,10-26-26
35.91,Red,Cotton,16,1,40,10-26-26
36.81,Loamy,Cotton,20,0,19,10-26-26
39.99,Black,Millets,19,4,19,Urea
39.5,Sandy,Millets,20,0,19,20-20
29.77,Black,Tobacco,38,2,0,DAP
48.67,Sandy,Sugarcane,22,0,23,17-17-17
44.6,Clayey,Pulses,9,20,17,14-35-14
52.48,Red,Barley,36,4,3,Urea
57.35,Clayey,Tobacco,13,0,13,Urea
48.61,Loamy,Oil seeds,9,0,8,17-17-17
44.42,Black,Wheat,5,4,15,28-28
33.3,Loamy,Barley,25,0,28,28-28
53.09,Black,Pulses,3,13,32,DAP
60.49,Loamy,Ground Nuts,13,0,40,10-26-26
30.38,Black,Tobacco,33,0,0,Urea
36.41,Loamy,Ground Nuts,5,12,19,14-35-14
42.87,Red,Tobacco,18,2,28,17-17-17
41.21,Black,Paddy,39,3,0,20-20
70.0,Loamy,Pulses,15,4,30,DAP
24.84,Clayey,Maize,24,1,16,20-20
52.46,Sandy,Pulses,14,2,29,20-20
70.0,Loamy,Sugarcane,9,0,36,28-28
64.6,Black,Barley,11,1,12,Urea
50.91,Clayey,Pulses,11,0,38,14-35-14
38.58,Loamy,Sugarcane,39,0,2,14-35-14
36.7,Sandy,Cotton,23,0,15,17-17-17
25.15,Sandy,Sugarcane,42,0,0,20-20
36.28,Clayey,Wheat,20,1,16,14-35-14
39.22,Black,Wheat,7,8,31,28-28
31.47,Clayey,Pulses,10,9,35,14-35-14
70.0,Clayey,Oil seeds,8,4,9,28-28
70.0,Red,Sugarcane,14,7,16,Urea
41.61,Black,Millets,6,0,35,DAP
37.9,Sandy,Sugarcane,9,1,18,10-26-26
70.0,Red,Paddy,39,1,2,Urea
47.53,Sandy,Millets,8,10,16,DAP
56.24,Red,Pulses,15,0,37,17-17-17
25.26,Red,Ground Nuts,18,0,37,20-20
32.76,Black,Oil seeds,32,4,4,10-26-26
61.55,Black,Wheat,10,5,35,DAP
33.52,Black,Cotton,7,0,41,17-17-17
38.64,Loamy,Barley,18,4,20,14-35-14
20.0,Clayey,Oil seeds,12,9,34,10-26-26
70.0,Red,Sugarcane,37,0,0,28-28
36.29,Red,Pulses,25,1,24,17-17-17
39.99,Red,Pulses,16,2,9,14-35-14
37.75,Red,Maize,19,3,33,Urea
36.5,Sandy,Wheat,1,17,16,Urea
24.16,Loamy,Sugarcane,38,0,0,10-26-26
38.32,Black,Barley,13,0,40,20-20
45.01,Sandy,Paddy,8,2,13,20-20
26.72,Loamy,Ground Nuts,21,0,17,14-35-14
25.39,Red,Pulses,37,4,0,10-26-26
27.71,Red,Paddy,7,6,32,Urea
42.07,Red,Maize,6,9,30,14-35-14
24.55,Black,Pulses,43,0,0,20-20
36.49,Red,Ground Nuts,5,16,22,DAP
55.91,Red,Tobacco,40,0,0,DAP
54.93,Black,Millets,41,0,0,DAP
28.88,Loamy,Maize,42,3,0,20-20
69.02,Loamy,Millets,43,2,0,10-26-26
44.66,Red,Sugarcane,39,0,0,28-28
62.44,Red,Paddy,19,0,22,17-17-17
47.46,Sandy,Maize,35,0,0,14-35-14
69.76,Black,Wheat,8,5,28,17-17-17
28.61,Sandy,Sugarcane,40,0,1,DAP
34.06,Loamy,Barley,8,0,6,28-28
56.66,Loamy,Pulses,7,4,29,10-26-26
21.84,Loamy,Paddy,8,5,34,DAP
68.44,Loamy,Paddy,11,12,31,14-35-14
38.91,Clayey,Ground Nuts,6,20,14,10-26-26
33.0,Black,Barley,13,1,11,14-35-14
60.97,Black,Paddy,11,0,11,28-28
70.0,Sandy,Pulses,12,4,38,DAP
38.76,Clayey,Barley,4,13,24,Urea
66.34,Red,Millets,32,4,0,14-35-14
45.99,Sandy,Paddy,35,3,0,10-26-26
54.83,Sandy,Tobacco,9,3,7,DAP
53.28,Black,Maize,7,19,21,DAP
39.81,Black,Maize,41,0,0,20-20
35.35,Clayey,Cotton,6,5,25,17-17-17
62.1,Sandy,Paddy,8,9,15,20-20
66.47,Clayey,Cotton,10,14,28,14-35-14
50.78,Loamy,Maize,21,0,24,28-28
39.36,Black,Millets,10,1,10,DAP
66.56,Black,Ground Nuts,4,13,30,Urea
57.75,Sandy,Paddy,25,2,20,10-26-26
22.74,Black,Cotton,40,0,2,Urea
26.69,Loamy,Wheat,13,2,38,17-17-17
46.94,Loamy,Wheat,10,16,16,DAP
31.86,Red,Pulses,24,0,15,14-35-14
56.51,Loamy,Wheat,4,9,32,DAP
57.18,Clayey,Wheat,15,2,33,14-35-14
45.0,Red,Maize,38,0,1,17-17-17
30.08,Loamy,Tobacco,10,4,37,DAP
60.57,Loamy,Barley,35,3,0,10-26-26
24.69,Sandy,Wheat,41,0,0,DAP
56.01,Clayey,Pulses,20,0,22,20-20
63.61,Sandy,Millets,6,16,12,Urea
51.74,Clayey,Oil seeds,8,0,32,14-35-14
20.23,Loamy,Ground Nuts,42,0,1,20-20
38.67,Red,Ground Nuts,11,0,34,14-35-14
54.65,Loamy,Ground Nuts,39,4,0,Urea
26.42,Red,Paddy,10,3,10,17-17-17
20.05,Loamy,Oil seeds,16,3,11,17-17-17
27.15,Red,Barley,16,0,45,10-26-26
23.29,Red,Ground Nuts,10,2,34,DAP
61.63,Black,Wheat,6,0,17,DAP
45.63,Black,Sugarcane,8,9,26,28-28
33.27,Clayey,Pulses,13,0,10,28-28
38.31,Red,Sugarcane,5,0,7,14-35-14
35.02,Loamy,Sugarcane,12,0,10,17-17-17
47.59,Sandy,Barley,12,0,15,10-26-26
45.3,Red,Pulses,18,0,21,14-35-14
37.13,Black,Cotton,37,3,0,17-17-17
43.4,Clayey,Ground Nuts,40,3,0,14-35-14
63.96,Clayey,Sugarcane,10,2,41,10-26-26
36.0,Black,Millets,24,0,20,10-26-26
69.47,Red,Oil seeds,6,5,29,17-17-17
32.94,Black,Oil seeds,40,3,0,14-35-14
35.07,Red,Maize,42,0,0,14-35-14
23.38,Loamy,Oil seeds,39,3,0,Urea
48.58,Clayey,Pulses,14,9,12,DAP
41.53,Red,Ground Nuts,14,0,36,DAP
42.38,Red,Paddy,45,0,0,17-17-17
54.31,Loamy,Barley,6,0,13,14-35-14
59.46,Black,Cotton,9,1,17,14-35-14
45.33,Clayey,Paddy,3,12,20,10-26-26
37.55,Red,Tobacco,5,14,17,20-20
31.06,Red,Paddy,10,0,37,10-26-26
66.04,Red,Millets,10,0,12,DAP
20.0,Loamy,Pulses,8,3,35,10-26-26
69.37,Black,Maize,5,5,26,14-35-14
49.19,Clayey,Tobacco,20,0,25,20-20
46.55,Black,Tobacco,21,0,17,Urea
49.25,Red,Oil seeds,10,8,36,17-17-17
55.3,Loamy,Maize,10,18,9,17-17-17
32.88,Black,Millets,8,17,11,17-17-17
32.49,Red,Oil seeds,15,1,14,DAP
29.67,Black,Barley,14,0,36,17-17-17
49.84,Clayey,Millets,13,16,11,28-28
48.6,Sandy,Cotton,43,4,2,DAP
47.1,Red,Oil seeds,38,3,3,14-35-14
20.0,Clayey,Cotton,15,11,15,17-17-17
38.95,Clayey,Sugarcane,17,2,18,17-17-17
48.65,Black,Tobacco,7,7,31,17-17-17
46.12,Clayey,Tobacco,11,0,13,DAP
57.87,Red,Wheat,8,0,14,Urea
34.61,Red,Sugarcane,6,11,31,17-17-17
32.09,Loamy,Oil seeds,35,0,0,DAP
50.67,Sandy,Millets,12,10,29,Urea
36.36,Sandy,Ground Nuts,13,4,40,Urea
57.45,Sandy,Cotton,14,0,39,Urea
24.37,Sandy,Ground Nuts,30,0,0,DAP
27.05,Black,Tobacco,40,0,0,DAP
39.3,Loamy,Cotton,39,0,1,10-26-26
35.47,Black,Pulses,22,0,20,28-28
43.17,Sandy,Pulses,36,3,0,Urea
40.91,Black,Oil seeds,11,3,38,Urea
24.55,Sandy,Sugarcane,21,0,24,14-35-14
26.14,Clayey,Sugarcane,39,0,0,Urea
37.3,Black,Oil seeds,17,0,32,17-17-17
53.03,Clayey,Wheat,13,0,44,Urea
41.09,Red,Wheat,13,2,12,17-17-17
42.07,Clayey,Barley,17,0,23,20-20
36.27,Sandy,Cotton,36,0,0,10-26-26
47.1,Sandy,Tobacco,15,4,10,20-20
55.01,Black,Paddy,15,0,41,14-35-14
32.9,Loamy,Maize,36,0,0,Urea
28.61,Sandy,Ground Nuts,7,20,18,Urea
33.96,Red,Maize,11,0,11,28-28
57.78,Sandy,Maize,39,4,2,20-20
38.22,Sandy,Tobacco,25,0,14,10-26-26
44.74,Loamy,Ground Nuts,18,0,36,DAP
47.91,Black,Barley,7,12,25,17-17-17
66.61,Loamy,Wheat,14,0,13,14-35-14
46.23,Loamy,Wheat,8,16,11,20-20
64.02,Loamy,Wheat,11,0,34,17-17-17
36.06,Sandy,Millets,12,3,16,Urea
22.93,Clayey,Cotton,40,2,0,14-35-14
45.11,Red,Tobacco,34,0,3,Urea
48.86,Sandy,Wheat,21,0,18,10-26-26
36.97,Sandy,Wheat,18,3,25,20-20
31.32,Clayey,Paddy,39,1,1,17-17-17
40.21,Red,Paddy,21,3,23,14-35-14
31.26,Loamy,Barley,14,0,42,Urea
35.76,Clayey,Oil seeds,40,0,0,17-17-17
30.09,Clayey,Oil seeds,33,2,4,10-26-26
70.0,Sandy,Oil seeds,12,1,38,17-17-17
62.84,Clayey,Cotton,42,0,1,14-35-14
69.89,Loamy,Oil seeds,9,0,12,DAP
32.29,Clayey,Oil seeds,37,0,0,20-20
44.24,Black,Barley,21,2,16,17-17-17
37.67,Black,Pulses,42,4,0,DAP
51.16,Sandy,Maize,8,8,29,14-35-14
46.13,Loamy,Millets,8,4,28,DAP
32.02,Clayey,Barley,4,14,20,17-17-17
59.54,Red,Wheat,2,13,28,28-28
58.49,Clayey,Ground Nuts,45,2,0,17-17-17
65.71,Clayey,Maize,6,4,10,DAP
32.67,Sandy,Pulses,0,14,20,DAP
20.0,Sandy,Pulses,8,12,34,28-28
35.9,Sandy,Paddy,46,1,1,Urea
42.73,Red,Millets,34,0,0,Urea
26.71,Loamy,Maize,21,1,24,10-26-26
70.0,Clayey,Millets,11,6,30,28-28
22.31,Loamy,Barley,30,0,0,28-28
52.49,Sandy,Pulses,20,2,24,DAP
43.69,Red,Ground Nuts,12,0,45,10-26-26
59.42,Loamy,Barley,8,0,14,Urea
70.0,Clayey,Pulses,8,7,32,17-17-17
40.02,Sandy,Pulses,16,3,41,28-28
52.53,Black,Paddy,1,13,18,17-17-17
49.24,Sandy,Ground Nuts,33,0,0,14-35-14
26.36,Sandy,Paddy,44,0,4,14-35-14
42.63,Sandy,Millets,9,4,38,Urea
35.07,Sandy,Sugarcane,42,1,0,28-28
21.84,Clayey,Millets,39,4,2,17-17-17
31.83,Clayey,Cotton,37,0,0,14-35-14
64.46,Sandy,Ground Nuts,9,11,34,10-26-26
47.58,Sandy,Barley,26,1,22,Urea
45.94,Sandy,Tobacco,13,0,40,14-35-14
47.81,Clayey,Pulses,21,0,27,DAP
31.55,Red,Cotton,24,0,19,20-20
45.65,Black,Maize,11,1,11,17-17-17
55.55,Loamy,Tobacco,37,0,0,20-20
30.31,Clayey,Paddy,19,1,14,28-28
62.42,Loamy,Millets,13,1,10,28-28
39.69,Black,Barley,10,13,14,Urea
38.23,Black,Oil seeds,9,11,25,14-35-14
29.21,Red,Paddy,8,14,17,Urea
42.02,Black,Millets,12,8,28,10-26-26
41.95,Sandy,Oil seeds,7,0,15,10-26-26
65.41,Sandy,Cotton,3,10,32,14-35-14
40.58,Clayey,Maize,13,0,39,10-26-26
40.7,Clayey,Millets,40,3,0,10-26-26
49.75,Sandy,Cotton,14,16,15,17-17-17
28.92,Black,Pulses,41,1,0,DAP
43.54,Clayey,Cotton,8,0,12,Urea
40.51,Red,Cotton,32,0,0,10-26-26
56.79,Clayey,Maize,10,10,16,DAP
47.88,Black,Pulses,17,3,28,Urea
56.69,Sandy,Tobacco,8,0,33,14-35-14
58.09,Red,Pulses,36,2,0,10-26-26
58.39,Sandy,Tobacco,12,9,14,14-35-14
60.22,Sandy,Millets,12,1,4,10-26-26
46.12,Clayey,Wheat,42,0,3,20-20
53.63,Sandy,Maize,8,6,37,17-17-17
41.85,Red,Cotton,45,0,0,28-28
37.57,Sandy,Paddy,16,1,19,28-28
59.31,Black,Wheat,38,4,1,20-20
52.3,Sandy,Maize,9,1,35,Urea
59.5,Black,Ground Nuts,7,0,14,10-26-26
29.1,Sandy,Maize,36,3,0,10-26-26
55.84,Clayey,Pulses,3,19,16,DAP
35.8,Red,Cotton,9,10,27,Urea
35.38,Loamy,Pulses,26,3,21,10-26-26
60.24,Black,Sugarcane,8,4,26,10-26-26
35.83,Clayey,Paddy,25,3,19,10-26-26
55.03,Loamy,Wheat,27,3,19,14-35-14
37.67,Loamy,Millets,3,9,27,28-28
33.81,Clayey,Oil seeds,11,0,14,10-26-26
33.15,Clayey,Millets,9,0,14,Urea
44.42,Loamy,Cotton,13,0,11,28-28
26.63,Loamy,Ground Nuts,15,0,13,Urea
36.08,Black,Tobacco,17,3,39,14-35-14
62.77,Black,Millets,14,3,42,Urea
38.88,Black,Ground Nuts,11,0,41,DAP
34.9,Sandy,Ground Nuts,7,20,13,17-17-17
41.7,Black,Paddy,33,2,2,20-20
52.48,Sandy,Sugarcane,12,13,8,14-35-14
38.7,Loamy,Sugarcane,19,0,25,DAP
37.13,Clayey,Sugarcane,20,0,20,28-28
33.55,Clayey,Barley,2,23,13,20-20
47.82,Red,Ground Nuts,8,0,43,17-17-17
55.43,Sandy,Sugarcane,34,1,0,14-35-14
36.01,Loamy,Paddy,21,0,18,17-17-17
31.63,Black,Oil seeds,24,0,23,10-26-26
41.74,Sandy,Ground Nuts,24,0,20,DAP
63.26,Sandy,Sugarcane,15,3,39,14-35-14
39.51,Clayey,Pulses,20,0,20,20-20
56.93,Black,Oil seeds,34,0,4,28-28
55.18,Loamy,Millets,4,10,27,17-17-17
51.48,Sandy,Sugarcane,13,0,40,14-35-14
27.27,Red,Maize,38,0,0,20-20
39.06,Sandy,Maize,39,3,0,Urea
34.15,Red,Wheat,32,0,3,14-35-14
49.61,Black,Millets,26,0,22,17-17-17
36.82,Clayey,Cotton,17,1,35,DAP
30.0,Loamy,Millets,10,3,9,DAP
23.52,Black,Millets,15,0,15,14-35-14
41.61,Black,Paddy,5,5,24,28-28
59.64,Clayey,Ground Nuts,14,2,36,10-26-26
31.12,Red,Paddy,1,14,12,10-26-26
60.18,Loamy,Pulses,11,0,9,DAP
36.99,Loamy,Sugarcane,24,1,18,DAP
49.43,Black,Tobacco,7,0,12,Urea
50.34,Black,Maize,6,15,19,28-28
63.43,Loamy,Wheat,41,1,0,10-26-26
31.77,Loamy,Sugarcane,36,4,0,10-26-26
38.96,Loamy,Barley,17,2,43,20-20
31.68,Black,Millets,26,0,19,28-28
55.44,Loamy,Millets,4,5,29,17-17-17
42.69,Black,Millets,17,0,14,DAP
31.29,Black,Oil seeds,38,1,0,DAP
34.63,Loamy,Pulses,22,0,19,28-28
31.31,Loamy,Wheat,24,0,18,Urea
30.99,Red,Tobacco,8,0,36,DAP
26.9,Sandy,Barley,5,5,26,14-35-14
65.25,Clayey,Paddy,8,7,32,10-26-26
46.73,Loamy,Barley,3,18,16,DAP
39.33,Black,Sugarcane,19,0,22,10-26-26
20.0,Red,Wheat,9,0,35,20-20
46.8,Sandy,Millets,23,0,21,Urea
33.52,Loamy,Maize,35,0,0,14-35-14
65.08,Clayey,Maize,10,0,39,Urea
26.09,Sandy,Millets,40,3,0,28-28
48.51,Loamy,Maize,6,8,21,DAP
40.28,Black,Pulses,34,2,4,Urea
62.69,Clayey,Wheat,10,0,7,DAP
53.51,Loamy,Millets,10,9,27,28-28
46.55,Clayey,Cotton,10,16,9,14-35-14
41.53,Red,Tobacco,23,0,23,DAP
34.55,Black,Ground Nuts,5,0,11,28-28
30.99,Loamy,Sugarcane,14,0,34,20-20
38.23,Black,Oil seeds,26,0,17,28-28
45.56,Red,Barley,7,0,31,10-26-26
46.36,Loamy,Ground Nuts,3,7,30,DAP
70.0,Clayey,Ground Nuts,12,4,41,DAP
20.0,Loamy,Barley,11,12,30,Urea
46.52,Clayey,Barley,43,4,0,10-26-26
34.03,Sandy,Tobacco,22,1,21,28-28
51.66,Red,Tobacco,9,15,7,Urea
24.37,Sandy,Cotton,12,0,35,Urea
29.55,Black,Sugarcane,9,0,5,20-20
31.37,Clayey,Ground Nuts,34,1,0,20-20
48.36,Loamy,Barley,3,22,18,DAP
37.5,Loamy,Maize,38,2,0,Urea
45.35,Loamy,Paddy,16,0,20,20-20
45.7,Clayey,Sugarcane,7,9,29,10-26-26
37.19,Loamy,Sugarcane,22,0,28,DAP
35.78,Sandy,Sugarcane,15,2,36,20-20
25.68,Black,Pulses,44,1,0,17-17-17
43.1,Clayey,Millets,23,4,21,Urea
66.18,Black,Maize,12,8,30,Urea
31.38,Loamy,Pulses,11,2,18,14-35-14
34.82,Red,Barley,8,1,11,17-17-17
55.2,Sandy,Maize,7,7,32,10-26-26
61.97,Clayey,Ground Nuts,6,3,11,Urea
54.69,Sandy,Sugarcane,9,0,4,10-26-26
26.15,Sandy,Sugarcane,4,6,27,Urea
31.72,Loamy,Tobacco,8,0,14,17-17-17
53.61,Black,Maize,13,2,8,Urea
31.59,Sandy,Paddy,39,2,4,Urea
21.23,Sandy,Paddy,44,3,0,28-28
70.0,Red,Maize,15,8,12,17-17-17
32.82,Clayey,Pulses,36,0,2,Urea
38.06,Sandy,Pulses,41,2,0,28-28
40.72,Red,Oil seeds,7,5,26,20-20
67.05,Clayey,Maize,8,16,14,20-20
56.68,Sandy,Tobacco,11,0,13,17-17-17
34.2,Sandy,Oil seeds,27,0,23,DAP
31.39,Black,Millets,18,13,9,10-26-26
37.05,Loamy,Tobacco,10,10,34,10-26-26
39.15,Black,Pulses,9,0,41,10-26-26
38.13,Black,Sugarcane,25,0,18,DAP
51.09,Black,Wheat,9,10,12,20-20
50.5,Black,Wheat,41,0,4,Urea
53.56,Black,Maize,9,2,28,20-20
39.24,Red,Wheat,12,4,40,14-35-14
62.64,Black,Maize,16,0,34,DAP
56.38,Clayey,Maize,11,11,28,Urea
20.0,Black,Paddy,41,0,0,10-26-26
27.4,Red,Pulses,11,0,38,20-20
36.12,Black,Cotton,16,1,40,17-17-17
32.6,Clayey,Wheat,9,0,36,28-28
49.36,Black,Maize,10,0,37,17-17-17
27.78,Red,Maize,21,0,14,17-17-17
35.51,Loamy,Oil seeds,44,0,2,10-26-26
43.95,Black,Wheat,26,0,17,Urea
26.64,Red,Sugarcane,46,0,0,DAP
52.9,Clayey,Wheat,3,14,16,20-20
37.69,Clayey,Tobacco,6,2,35,14-35-14
46.4,Clayey,Sugarcane,6,11,29,28-28
30.01,Sandy,Oil seeds,4,7,31,28-28
50.26,Clayey,Wheat,7,8,35,28-28
63.63,Loamy,Tobacco,12,0,6,17-17-17
49.92,Black,Oil seeds,5,2,31,DAP
49.87,Black,Cotton,26,2,22,Urea
48.3,Clayey,Tobacco,17,4,14,Urea
45.75,Black,Paddy,8,2,39,14-35-14
51.3,Clayey,Maize,26,0,14,DAP
44.49,Black,Sugarcane,28,0,21,10-26-26
24.36,Clayey,Wheat,19,0,36,14-35-14
27.0,Black,Pulses,33,0,4,DAP
65.91,Black,Ground Nuts,33,2,0,Urea
41.39,Black,Barley,14,0,37,10-26-26
49.15,Clayey,Oil seeds,14,2,10,28-28
43.81,Black,Maize,28,0,21,Urea
39.38,Sandy,Maize,42,3,0,14-35-14
31.58,Black,Sugarcane,15,0,36,17-17-17
43.17,Clayey,Tobacco,17,0,23,17-17-17
54.45,Black,Ground Nuts,15,8,19,Urea
43.26,Black,Barley,0,8,30,28-28
43.4,Clayey,Pulses,16,14,19,20-20
30.01,Black,Wheat,12,1,35,Urea
34.75,Clayey,Wheat,8,4,38,28-28
57.05,Black,Sugarcane,15,15,14,28-28
31.01,Black,Oil seeds,8,2,33,DAP
33.9,Loamy,Ground Nuts,5,12,16,28-28
41.22,Sandy,Oil seeds,13,3,10,Urea
43.73,Red,Barley,34,0,3,20-20
25.51,Clayey,Sugarcane,14,13,10,17-17-17
46.86,Clayey,Millets,18,1,13,20-20
60.32,Clayey,Cotton,7,3,5,28-28
